unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
25180,120,25,42.0071,0.84,40.0,445.0,549.58,1345.29,1117.63,3.91,5.72,139.0,2212.17,8324.54,1.02,42.15,131.0,2388.19,8092.53,9.3344,0.02,330,2212,100.0,10.63,6.3743,3,4
25182,120,27,35.0059,0.84,60.0,449.44,555.44,1364.21,1129.62,5.48,8.0,194.87,2223.14,8360.12,1.02,41.61,183.15,2388.29,8080.78,9.275,0.02,332,2223,100.0,14.91,8.842,3,4
25183,120,28,42.0036,0.8408,40.0,445.0,549.16,1348.05,1120.64,3.91,5.71,138.91,2212.09,8328.71,1.02,41.77,131.14,2388.2,8094.17,9.3035,0.02,331,2212,100.0,10.73,6.3077,3,4
25184,120,29,42.0033,0.8406,40.0,445.0,549.49,1347.47,1123.61,3.91,5.71,139.74,2212.16,8337.76,1.02,42.01,130.93,2388.25,8092.7,9.327,0.02,328,2212,100.0,10.65,6.428,3,4
25187,120,32,42.0056,0.84,40.0,445.0,549.91,1350.92,1121.46,3.91,5.72,138.07,2212.23,8334.82,1.02,41.88,130.41,2388.23,8095.32,9.3388,0.02,331,2212,100.0,10.5,6.3635,3,4
25192,120,37,42.0036,0.842,40.0,445.0,549.57,1345.58,1114.57,3.91,5.72,139.16,2212.16,8332.35,1.02,41.94,130.26,2388.19,8100.54,9.347,0.02,331,2212,100.0,10.58,6.4595,3,4
25193,120,38,42.0063,0.8411,40.0,445.0,548.65,1350.02,1117.42,3.91,5.71,139.24,2212.13,8330.49,1.02,41.76,130.58,2388.26,8095.97,9.3516,0.02,329,2212,100.0,10.7,6.433,3,4
25196,120,41,42.0074,0.84,40.0,445.0,548.96,1350.27,1121.06,3.91,5.71,139.25,2212.16,8332.99,1.02,41.94,131.02,2388.29,8098.13,9.3145,0.02,329,2212,100.0,10.54,6.3823,3,4
25197,120,42,34.9985,0.84,60.0,449.44,555.49,1359.24,1130.12,5.48,8.0,195.23,2223.11,8361.42,1.02,41.75,183.51,2388.25,8082.05,9.3138,0.02,334,2223,100.0,14.86,8.9488,3,4
25198,120,43,35.0046,0.8409,60.0,449.44,555.56,1367.58,1124.66,5.48,8.0,195.13,2223.16,8364.89,1.02,41.74,183.26,2388.21,8079.52,9.2902,0.02,334,2223,100.0,14.95,8.9585,3,4
25201,120,46,41.9998,0.8419,40.0,445.0,548.93,1346.35,1113.82,3.91,5.71,138.76,2212.15,8331.83,1.02,41.91,130.38,2388.28,8093.98,9.3275,0.02,331,2212,100.0,10.6,6.2992,3,4
25202,120,47,34.9985,0.84,60.0,449.44,555.23,1365.18,1119.38,5.48,8.0,194.89,2223.2,8358.92,1.02,41.71,183.26,2388.3,8072.31,9.2974,0.02,333,2223,100.0,15.1,8.9967,3,4
25203,120,48,42.005,0.84,40.0,445.0,549.16,1353.8,1119.17,3.91,5.72,138.88,2212.13,8334.51,1.02,41.88,131.48,2388.3,8097.97,9.3391,0.02,333,2212,100.0,10.68,6.4364,3,4
25204,120,49,35.0033,0.84,60.0,449.44,555.63,1356.9,1125.75,5.48,8.0,194.81,2223.16,8357.75,1.03,41.71,183.04,2388.29,8077.99,9.2983,0.02,334,2223,100.0,14.94,8.935,3,4
25205,120,50,34.9994,0.84,60.0,449.44,555.41,1369.38,1127.2,5.48,8.0,195.28,2223.15,8361.96,1.02,41.69,183.02,2388.26,8073.7,9.2955,0.02,335,2223,100.0,14.86,8.9539,3,4
25206,120,51,42.0068,0.841,40.0,445.0,549.14,1359.32,1119.98,3.91,5.71,138.38,2212.04,8327.47,1.02,41.77,131.08,2388.22,8094.9,9.3202,0.02,329,2212,100.0,10.61,6.3521,3,4
25208,120,53,35.0071,0.8402,60.0,449.44,555.36,1358.2,1130.07,5.48,8.0,194.89,2223.15,8369.52,1.02,41.66,183.25,2388.29,8078.61,9.2932,0.02,333,2223,100.0,14.82,8.8238,3,4
25209,120,54,42.0003,0.84,40.0,445.0,549.59,1346.01,1122.27,3.91,5.72,138.88,2212.14,8331.44,1.02,41.87,130.89,2388.2,8104.05,9.2985,0.02,331,2212,100.0,10.54,6.2937,3,4
25211,120,56,35.0068,0.84,60.0,449.44,555.13,1365.74,1126.19,5.48,8.0,195.44,2223.08,8361.3,1.02,41.76,183.44,2388.27,8079.73,9.2686,0.02,332,2223,100.0,14.92,8.9472,3,4
25213,120,58,35.0023,0.84,60.0,449.44,555.76,1361.95,1124.51,5.48,8.0,195.17,2223.14,8356.09,1.02,41.75,182.91,2388.24,8080.04,9.3036,0.02,334,2223,100.0,14.93,8.9769,3,4
25220,120,65,42.0063,0.8407,40.0,445.0,549.39,1354.33,1119.73,3.91,5.72,138.91,2212.1,8330.34,1.02,41.94,130.71,2388.21,8099.58,9.3519,0.02,330,2212,100.0,10.59,6.3647,3,4
25221,120,66,42.0003,0.84,40.0,445.0,549.27,1349.54,1127.37,3.91,5.71,138.95,2212.09,8333.83,1.02,41.91,130.99,2388.27,8098.48,9.3613,0.02,330,2212,100.0,10.35,6.4033,3,4
25222,120,67,41.998,0.84,40.0,445.0,548.95,1349.78,1123.22,3.91,5.72,138.06,2212.16,8328.49,1.02,42.03,131.0,2388.25,8093.9,9.3248,0.02,330,2212,100.0,10.65,6.3643,3,4
25223,120,68,42.0021,0.8401,40.0,445.0,549.58,1355.13,1124.16,3.91,5.71,138.27,2212.19,8328.21,1.02,42.11,130.6,2388.21,8097.65,9.335,0.02,330,2212,100.0,10.64,6.4663,3,4
25225,120,70,35.0079,0.8418,60.0,449.44,555.32,1360.45,1123.74,5.48,8.0,193.83,2223.18,8358.23,1.02,41.69,183.47,2388.31,8082.15,9.2878,0.02,333,2223,100.0,14.89,8.9518,3,4
25226,120,71,42.0028,0.84,40.0,445.0,549.29,1353.72,1119.4,3.91,5.71,138.45,2212.11,8328.92,1.02,41.86,130.75,2388.29,8097.71,9.345,0.02,330,2212,100.0,10.59,6.4317,3,4
25235,120,80,42.0017,0.84,40.0,445.0,549.55,1350.83,1121.38,3.91,5.71,139.06,2212.21,8328.11,1.02,41.76,130.92,2388.28,8094.72,9.3615,0.02,331,2212,100.0,10.47,6.3938,3,4
25238,120,83,42.0071,0.84,40.0,445.0,549.27,1358.45,1122.35,3.91,5.72,138.63,2212.17,8335.79,1.02,41.95,130.75,2388.24,8100.0,9.317,0.02,331,2212,100.0,10.61,6.4556,3,4
25240,120,85,35.0038,0.8409,60.0,449.44,555.63,1368.94,1127.78,5.48,8.0,195.08,2223.16,8353.71,1.02,41.82,183.37,2388.33,8082.32,9.3104,0.02,332,2223,100.0,14.83,9.0115,3,4
25245,120,90,42.0032,0.84,40.0,445.0,549.35,1355.76,1123.44,3.91,5.72,138.86,2212.12,8339.4,1.02,42.09,130.12,2388.22,8095.18,9.3247,0.02,329,2212,100.0,10.59,6.437,3,4
25249,120,94,35.0045,0.8417,60.0,449.44,555.95,1369.55,1130.97,5.48,8.0,194.68,2223.18,8360.0,1.02,41.81,182.92,2388.25,8076.81,9.336,0.02,333,2223,100.0,14.89,8.9087,3,4
25253,120,98,35.0023,0.8405,60.0,449.44,555.35,1366.81,1123.5,5.48,8.0,194.66,2223.16,8367.74,1.02,41.75,183.45,2388.26,8080.88,9.3589,0.02,333,2223,100.0,15.08,9.0026,3,4
25257,120,102,34.9993,0.8401,60.0,449.44,555.97,1362.31,1126.14,5.48,8.0,194.48,2223.2,8363.52,1.02,41.86,182.64,2388.26,8083.63,9.3113,0.02,335,2223,100.0,14.87,8.9506,3,4
25259,120,104,34.9988,0.84,60.0,449.44,555.73,1368.39,1131.12,5.48,8.0,194.49,2223.16,8357.02,1.02,41.7,183.45,2388.28,8083.37,9.2974,0.02,334,2223,100.0,14.71,8.9833,3,4
25263,120,108,42.0028,0.8415,40.0,445.0,550.01,1354.02,1122.56,3.91,5.72,138.88,2212.17,8336.37,1.02,42.14,130.64,2388.31,8100.45,9.3432,0.02,330,2212,100.0,10.58,6.4668,3,4
25264,120,109,42.0077,0.84,40.0,445.0,550.08,1353.01,1125.28,3.91,5.72,138.79,2212.22,8343.5,1.02,41.9,130.64,2388.26,8096.91,9.3931,0.02,331,2212,100.0,10.6,6.345,3,4
25265,120,110,34.9994,0.8414,60.0,449.44,555.9,1359.52,1133.97,5.48,8.0,194.68,2223.24,8364.17,1.02,41.78,183.25,2388.26,8077.93,9.3115,0.02,336,2223,100.0,14.88,8.9113,3,4
25269,120,114,41.9998,0.84,40.0,445.0,549.14,1350.61,1125.44,3.91,5.72,138.52,2212.13,8337.8,1.02,42.23,130.53,2388.2,8098.06,9.3479,0.02,332,2212,100.0,10.55,6.3619,3,4
25270,120,115,35.0046,0.8417,60.0,449.44,555.37,1367.29,1132.37,5.48,8.0,194.14,2223.17,8362.03,1.02,42.01,183.55,2388.35,8077.49,9.3025,0.02,334,2223,100.0,14.79,8.8059,3,4
25274,120,119,42.0054,0.84,40.0,445.0,549.14,1347.74,1126.04,3.91,5.72,138.59,2212.08,8337.16,1.02,42.24,130.47,2388.25,8096.52,9.3665,0.02,331,2212,100.0,10.65,6.4026,3,4
25277,120,122,34.9985,0.84,60.0,449.44,556.05,1370.77,1132.98,5.48,8.0,194.73,2223.26,8369.94,1.02,41.93,183.31,2388.36,8081.92,9.3266,0.02,334,2223,100.0,14.79,8.9208,4,4
25279,120,124,35.007,0.84,60.0,449.44,556.05,1367.02,1135.34,5.48,8.0,194.57,2223.19,8369.87,1.02,41.82,183.05,2388.29,8079.23,9.337,0.02,333,2223,100.0,14.85,8.916,4,4
25280,120,125,42.0027,0.8401,40.0,445.0,549.76,1355.91,1123.44,3.91,5.72,138.68,2212.12,8333.7,1.02,42.06,130.57,2388.22,8101.13,9.3474,0.02,331,2212,100.0,10.49,6.3742,4,4
25281,120,126,35.0051,0.84,60.0,449.44,555.37,1367.11,1134.16,5.48,8.0,194.76,2223.2,8369.21,1.02,42.15,183.06,2388.31,8082.59,9.3188,0.02,334,2223,100.0,14.75,8.9107,4,4
25285,120,130,42.0008,0.84,40.0,445.0,550.13,1358.17,1130.95,3.91,5.71,138.62,2212.2,8339.63,1.02,42.27,130.59,2388.25,8101.23,9.386,0.02,331,2212,100.0,10.69,6.277,4,4
25288,120,133,35.0005,0.8402,60.0,449.44,556.63,1367.74,1134.24,5.48,8.0,193.89,2223.21,8368.82,1.02,42.11,182.44,2388.32,8081.38,9.3344,0.02,335,2223,100.0,14.89,8.8649,4,4
25289,120,134,41.9981,0.8414,40.0,445.0,549.75,1361.63,1134.5,3.91,5.72,138.68,2212.17,8338.95,1.02,42.24,130.57,2388.28,8100.85,9.3842,0.02,331,2212,100.0,10.5,6.3114,4,4
25293,120,138,42.003,0.8406,40.0,445.0,549.71,1355.78,1128.58,3.91,5.72,138.45,2212.21,8335.56,1.02,42.29,129.93,2388.28,8102.28,9.4245,0.02,331,2212,100.0,10.71,6.3616,4,4
25295,120,140,34.9983,0.8403,60.0,449.44,556.22,1364.78,1129.67,5.48,8.0,194.45,2223.15,8366.63,1.02,41.89,182.95,2388.33,8074.09,9.375,0.02,336,2223,100.0,14.76,8.8959,4,4
25296,120,141,35.0072,0.84,60.0,449.44,556.62,1373.62,1139.46,5.48,8.0,194.48,2223.17,8369.2,1.02,41.99,183.08,2388.35,8082.74,9.3399,0.02,334,2223,100.0,14.79,8.9147,4,4
25297,120,142,34.9989,0.84,60.0,449.44,556.08,1368.57,1131.26,5.48,8.0,193.95,2223.26,8367.48,1.02,42.25,183.03,2388.39,8083.47,9.3623,0.02,333,2223,100.0,14.98,8.9021,4,4
25299,120,144,41.9993,0.84,40.0,445.0,549.84,1363.37,1136.91,3.91,5.72,139.14,2212.19,8336.16,1.02,42.31,130.41,2388.22,8100.33,9.3913,0.02,331,2212,100.0,10.5,6.3379,4,4
25300,120,145,42.0031,0.841,40.0,445.0,550.37,1356.36,1128.97,3.91,5.72,138.38,2212.16,8345.15,1.02,42.37,130.81,2388.23,8102.33,9.3686,0.02,333,2212,100.0,10.43,6.3017,4,4
25304,120,149,42.0067,0.8403,40.0,445.0,550.05,1360.25,1136.0,3.91,5.71,138.24,2212.17,8351.0,1.02,42.64,130.95,2388.29,8099.43,9.407,0.02,332,2212,100.0,10.7,6.2652,4,4
25307,120,152,41.999,0.841,40.0,445.0,549.91,1359.76,1132.14,3.91,5.72,139.18,2212.12,8337.81,1.02,42.32,130.24,2388.24,8098.14,9.4205,0.02,331,2212,100.0,10.32,6.2356,4,4
25312,120,157,42.0079,0.84,40.0,445.0,549.86,1357.21,1137.81,3.91,5.72,137.88,2212.07,8340.11,1.02,42.55,130.02,2388.22,8101.56,9.4489,0.02,333,2212,100.0,10.75,6.3678,4,4
25315,120,160,42.0018,0.84,40.0,445.0,550.13,1372.74,1142.7,3.91,5.72,138.14,2212.09,8345.7,1.02,42.44,130.49,2388.21,8098.5,9.4326,0.02,333,2212,100.0,10.3,6.3026,4,4
25318,120,163,42.0004,0.8412,40.0,445.0,550.78,1358.92,1144.77,3.91,5.72,137.64,2212.12,8342.11,1.02,42.66,130.24,2388.19,8100.32,9.4087,0.02,332,2212,100.0,10.41,6.2695,4,4
25319,120,164,41.9998,0.84,40.0,445.0,550.85,1365.29,1136.99,3.91,5.72,138.3,2212.13,8344.66,1.02,42.5,130.16,2388.24,8105.45,9.4374,0.02,334,2212,100.0,10.7,6.3871,4,4
25329,121,4,41.9999,0.84,40.0,445.0,549.43,1354.78,1129.17,3.91,5.72,138.9,2211.93,8321.82,1.02,41.92,130.71,2387.9,8081.59,9.355,0.02,330,2212,100.0,10.81,6.3735,3,4
25333,121,8,35.0064,0.8408,60.0,449.44,555.8,1364.79,1122.71,5.48,8.0,194.19,2222.88,8351.56,1.02,41.8,183.44,2388.01,8063.7,9.2902,0.02,333,2223,100.0,14.79,8.9063,3,4
25336,121,11,42.0069,0.8417,40.0,445.0,549.74,1354.99,1122.83,3.91,5.71,138.97,2211.84,8317.11,1.02,42.0,130.84,2387.93,8088.37,9.3431,0.02,329,2212,100.0,10.52,6.4126,3,4
25337,121,12,42.0003,0.84,40.0,445.0,549.8,1349.7,1122.98,3.91,5.71,138.46,2211.93,8318.16,1.02,42.0,131.13,2387.96,8086.35,9.3513,0.02,332,2212,100.0,10.61,6.4266,3,4
25338,121,13,35.0061,0.8409,60.0,449.44,555.23,1354.74,1120.06,5.48,8.0,194.81,2222.92,8345.79,1.02,41.84,183.26,2388.0,8067.1,9.2964,0.02,334,2223,100.0,14.71,8.8331,3,4
25344,121,19,35.0001,0.841,60.0,449.44,554.83,1367.9,1116.84,5.48,8.0,194.57,2222.86,8352.78,1.02,41.82,182.92,2388.02,8067.23,9.3105,0.02,335,2223,100.0,14.71,9.034,3,4
25345,121,20,35.0045,0.8418,60.0,449.44,555.24,1363.38,1129.98,5.48,8.0,194.17,2222.89,8342.92,1.02,41.71,183.17,2388.05,8058.38,9.3011,0.02,333,2223,100.0,14.87,8.9667,3,4
25346,121,21,42.0053,0.8419,40.0,445.0,549.95,1349.9,1125.3,3.91,5.71,138.84,2211.85,8316.03,1.02,41.79,130.76,2387.99,8082.87,9.3281,0.02,330,2212,100.0,10.52,6.2988,3,4
25347,121,22,35.0056,0.84,60.0,449.44,555.6,1359.36,1129.67,5.48,8.0,194.88,2222.94,8352.31,1.02,41.91,183.62,2388.07,8062.79,9.2904,0.02,334,2223,100.0,14.86,8.8747,3,4
25348,121,23,42.0036,0.8416,40.0,445.0,548.86,1351.47,1128.6,3.91,5.71,138.6,2211.86,8317.81,1.02,41.8,130.38,2387.93,8080.0,9.3442,0.02,330,2212,100.0,10.61,6.4732,3,4
25351,121,26,42.0064,0.84,40.0,445.0,549.73,1344.69,1126.72,3.91,5.72,137.5,2211.87,8322.87,1.02,41.81,130.52,2387.93,8089.39,9.3367,0.02,329,2212,100.0,10.63,6.3234,3,4
25353,121,28,35.0003,0.84,60.0,449.44,555.67,1367.49,1122.61,5.48,8.0,193.85,2222.94,8350.56,1.03,41.93,183.22,2387.99,8061.41,9.2976,0.02,334,2223,100.0,15.03,8.9487,3,4
25357,121,32,42.0013,0.84,40.0,445.0,549.41,1347.78,1115.82,3.91,5.71,138.18,2211.91,8316.01,1.02,41.89,130.1,2387.94,8088.56,9.3576,0.02,332,2212,100.0,10.51,6.3512,3,4
25360,121,35,42.0048,0.84,40.0,445.0,549.16,1353.8,1123.26,3.91,5.72,138.25,2211.89,8323.48,1.02,41.94,130.99,2387.93,8079.11,9.3469,0.02,329,2212,100.0,10.69,6.3869,3,4
25369,121,44,42.0058,0.8405,40.0,445.0,549.54,1351.39,1127.05,3.91,5.71,138.11,2211.89,8325.59,1.02,42.07,130.64,2388.01,8083.69,9.3307,0.02,330,2212,100.0,10.48,6.3202,3,4
25371,121,46,42.006,0.84,40.0,445.0,549.05,1357.64,1124.15,3.91,5.71,138.24,2211.87,8322.35,1.02,41.82,131.09,2387.95,8082.81,9.3722,0.02,331,2212,100.0,10.5,6.3902,3,4
25378,121,53,42.0032,0.84,40.0,445.0,549.68,1352.61,1118.3,3.91,5.72,139.38,2211.9,8317.83,1.02,42.11,130.48,2387.99,8084.18,9.3439,0.02,330,2212,100.0,10.65,6.3002,3,4
25379,121,54,42.0036,0.8414,40.0,445.0,549.32,1355.28,1121.16,3.91,5.71,138.54,2211.93,8319.8,1.02,41.97,130.24,2387.96,8083.42,9.3634,0.02,328,2212,100.0,10.78,6.346,3,4
25382,121,57,42.0066,0.84,40.0,445.0,549.28,1345.55,1122.16,3.91,5.71,138.46,2211.96,8327.6,1.02,42.06,130.32,2387.9,8080.97,9.3652,0.02,330,2212,100.0,10.68,6.5009,3,4
25384,121,59,35.0055,0.8408,60.0,449.44,555.99,1360.81,1126.53,5.48,8.0,194.68,2222.89,8350.34,1.02,41.98,183.51,2388.02,8067.03,9.309,0.02,334,2223,100.0,14.75,8.8924,3,4
25385,121,60,42.0034,0.84,40.0,445.0,549.26,1351.29,1120.12,3.91,5.71,138.31,2211.85,8319.85,1.02,42.12,130.84,2387.94,8083.38,9.3588,0.02,330,2212,100.0,10.63,6.3348,3,4
25386,121,61,42.0047,0.8411,40.0,445.0,549.1,1348.62,1125.98,3.91,5.71,138.74,2211.86,8322.52,1.02,42.04,130.09,2387.93,8078.7,9.3374,0.02,332,2212,100.0,10.71,6.3122,3,4
25387,121,62,41.9999,0.84,40.0,445.0,549.52,1355.55,1123.01,3.91,5.72,139.11,2211.88,8323.85,1.02,41.96,131.04,2387.96,8086.08,9.3326,0.02,331,2212,100.0,10.65,6.3066,3,4
25388,121,63,42.0018,0.84,40.0,445.0,549.02,1342.18,1125.57,3.91,5.71,139.43,2211.83,8322.62,1.02,41.99,130.59,2387.99,8084.57,9.3515,0.02,330,2212,100.0,10.65,6.4182,3,4
25394,121,69,42.0018,0.8415,40.0,445.0,549.7,1354.75,1124.67,3.91,5.72,138.43,2211.87,8318.42,1.02,42.01,130.15,2387.95,8081.69,9.3338,0.02,332,2212,100.0,10.63,6.3192,3,4
25395,121,70,42.0069,0.84,40.0,445.0,549.53,1345.14,1123.97,3.91,5.71,139.39,2211.94,8331.29,1.02,42.1,130.59,2387.97,8083.74,9.3808,0.02,332,2212,100.0,10.68,6.4609,3,4
25398,121,73,42.0024,0.84,40.0,445.0,549.19,1348.64,1125.61,3.91,5.71,138.44,2211.87,8326.94,1.02,42.04,130.89,2387.9,8077.63,9.3577,0.02,329,2212,100.0,10.65,6.4159,3,4
25401,121,76,42.0034,0.8416,40.0,445.0,549.68,1356.33,1136.2,3.91,5.71,139.48,2211.86,8319.46,1.02,42.0,130.82,2387.9,8081.59,9.3763,0.02,330,2212,100.0,10.52,6.4012,3,4
25403,121,78,42.0068,0.84,40.0,445.0,549.78,1356.37,1126.3,3.91,5.71,138.87,2211.85,8319.95,1.02,42.03,130.25,2387.98,8081.5,9.3854,0.02,331,2212,100.0,10.6,6.3773,3,4
25405,121,80,42.0042,0.84,40.0,445.0,549.84,1353.77,1130.35,3.91,5.72,138.27,2211.85,8314.47,1.02,42.09,130.8,2387.91,8082.3,9.363,0.02,330,2212,100.0,10.35,6.3879,3,4
25408,121,83,35.0022,0.84,60.0,449.44,555.99,1373.77,1138.44,5.48,8.0,194.18,2223.01,8347.62,1.02,41.96,183.02,2388.03,8072.5,9.362,0.02,334,2223,100.0,14.68,8.8713,3,4
25410,121,85,42.0025,0.8403,40.0,445.0,548.94,1355.36,1122.93,3.91,5.71,138.31,2211.88,8318.94,1.02,42.06,130.48,2387.98,8085.94,9.3462,0.02,331,2212,100.0,10.62,6.4032,3,4
25411,121,86,34.9995,0.84,60.0,449.44,555.17,1359.58,1131.03,5.48,8.0,194.98,2222.89,8349.85,1.02,42.07,183.43,2388.03,8065.98,9.3593,0.02,333,2223,100.0,14.93,8.9575,3,4
25416,121,91,42.0059,0.84,40.0,445.0,549.53,1355.6,1122.99,3.91,5.71,138.63,2211.84,8322.48,1.02,41.85,130.55,2387.86,8082.32,9.3387,0.02,330,2212,100.0,10.75,6.202,3,4
25420,121,95,35.0016,0.8417,60.0,449.44,555.45,1368.12,1130.77,5.48,8.0,194.71,2222.94,8346.23,1.02,42.02,182.83,2387.99,8070.44,9.33,0.02,334,2223,100.0,14.96,8.9903,3,4
25422,121,97,42.0065,0.8403,40.0,445.0,549.12,1356.47,1124.68,3.91,5.72,139.28,2211.86,8323.98,1.02,42.05,130.52,2387.91,8083.96,9.4162,0.02,331,2212,100.0,10.47,6.3832,3,4
25424,121,99,35.0027,0.8408,60.0,449.44,556.06,1364.78,1126.03,5.48,8.0,194.16,2222.93,8342.94,1.02,41.86,183.03,2388.06,8066.76,9.3434,0.02,333,2223,100.0,14.84,8.9941,3,4
25426,121,101,42.0026,0.8409,40.0,445.0,550.38,1347.29,1131.21,3.91,5.72,138.23,2211.85,8321.67,1.02,42.29,130.53,2387.94,8082.04,9.3695,0.02,330,2212,100.0,10.56,6.3593,3,4
25430,121,105,34.9991,0.8413,60.0,449.44,555.98,1363.37,1125.76,5.48,8.0,194.45,2222.91,8352.77,1.02,41.88,183.26,2388.04,8065.72,9.3179,0.02,334,2223,100.0,14.65,8.9055,4,4
25433,121,108,42.0059,0.84,40.0,445.0,550.07,1356.48,1128.58,3.91,5.72,138.2,2211.75,8321.83,1.02,42.25,130.24,2387.92,8075.67,9.3762,0.02,332,2212,100.0,10.33,6.2799,4,4
25435,121,110,41.9981,0.8416,40.0,445.0,549.89,1352.11,1130.44,3.91,5.71,138.16,2211.8,8324.03,1.02,42.22,130.62,2387.91,8081.73,9.3686,0.02,333,2212,100.0,10.51,6.4044,4,4
25436,121,111,34.9991,0.84,60.0,449.44,555.61,1366.85,1131.12,5.48,8.0,194.14,2222.89,8347.93,1.02,42.11,182.53,2388.07,8063.15,9.3693,0.02,333,2223,100.0,14.84,8.7992,4,4
25437,121,112,42.0069,0.8407,40.0,445.0,549.78,1353.48,1128.37,3.91,5.72,138.76,2211.79,8320.47,1.02,42.14,130.16,2387.9,8079.47,9.3489,0.02,331,2212,100.0,10.59,6.3416,4,4
25438,121,113,35.0033,0.84,60.0,449.44,555.79,1363.96,1139.36,5.48,8.0,194.42,2222.91,8353.96,1.02,41.97,182.66,2387.98,8059.53,9.3192,0.02,334,2223,100.0,15.08,8.8954,4,4
25439,121,114,35.0054,0.8408,60.0,449.44,556.0,1370.26,1136.78,5.48,8.0,194.84,2222.91,8341.1,1.02,41.83,182.98,2388.06,8063.87,9.3644,0.02,334,2223,100.0,14.67,8.7872,4,4
25442,121,117,34.9984,0.84,60.0,449.44,556.42,1368.63,1132.62,5.48,8.0,194.36,2222.96,8360.69,1.02,42.03,182.9,2388.03,8065.31,9.3584,0.02,336,2223,100.0,14.87,8.8618,4,4
25444,121,119,35.0059,0.841,60.0,449.44,555.88,1377.72,1135.59,5.48,8.0,193.66,2222.91,8354.56,1.02,42.06,183.02,2388.03,8068.34,9.3503,0.02,335,2223,100.0,14.79,8.7592,4,4
25447,121,122,35.0044,0.84,60.0,449.44,556.62,1373.67,1141.73,5.48,8.0,194.69,2222.98,8342.91,1.02,42.15,183.41,2388.07,8066.11,9.3592,0.02,334,2223,100.0,15.11,8.9103,4,4
25449,121,124,42.0068,0.84,40.0,445.0,550.29,1361.42,1139.97,3.91,5.72,137.88,2211.82,8325.15,1.02,42.3,130.15,2387.85,8079.74,9.4315,0.02,332,2212,100.0,10.54,6.3598,4,4
25457,121,132,35.0034,0.8408,60.0,449.44,555.76,1369.36,1138.09,5.48,8.0,193.56,2222.91,8353.01,1.02,42.16,182.65,2388.03,8066.91,9.3773,0.02,336,2223,100.0,14.71,8.7988,4,4
25460,121,135,35.0042,0.8405,60.0,449.44,556.02,1372.5,1136.74,5.48,8.0,193.59,2222.97,8352.52,1.02,42.19,182.26,2388.0,8063.87,9.3748,0.02,336,2223,100.0,14.85,8.8267,4,4
25462,121,137,42.0042,0.84,40.0,445.0,550.32,1362.01,1137.46,3.91,5.72,137.85,2211.82,8320.54,1.02,42.43,130.77,2387.79,8081.75,9.4283,0.02,333,2212,100.0,10.6,6.2657,4,4
25466,121,141,34.9994,0.8413,60.0,449.44,556.56,1375.17,1142.19,5.48,8.0,194.02,2222.91,8355.36,1.02,42.25,182.6,2388.0,8066.46,9.3862,0.02,335,2223,100.0,14.79,8.8439,4,4
25471,121,146,41.9992,0.84,40.0,445.0,550.23,1366.87,1147.15,3.91,5.72,138.46,2211.7,8318.67,1.02,42.59,130.14,2387.76,8082.62,9.4049,0.02,334,2212,100.0,10.52,6.1986,4,4
25473,121,148,42.0052,0.84,40.0,445.0,550.67,1361.85,1134.96,3.91,5.72,138.54,2211.67,8323.38,1.02,42.51,129.77,2387.69,8080.95,9.4453,0.02,334,2212,100.0,10.59,6.3109,4,4
25474,121,149,42.0011,0.8404,40.0,445.0,550.2,1359.1,1141.41,3.91,5.72,138.12,2211.7,8327.37,1.02,42.73,130.19,2387.76,8083.03,9.4579,0.02,332,2212,100.0,10.54,6.2194,4,4
25476,121,151,34.9997,0.8409,60.0,449.44,556.58,1373.48,1152.32,5.48,8.0,194.41,2222.87,8353.41,1.02,42.61,182.34,2387.99,8063.01,9.3851,0.02,336,2223,100.0,14.63,8.8809,4,4
25480,122,2,41.9985,0.8402,40.0,445.0,549.08,1353.11,1116.66,3.91,5.71,139.3,2211.83,8315.41,1.02,41.91,130.67,2387.9,8083.59,9.3098,0.02,331,2212,100.0,10.79,6.3607,1,4
25482,122,4,42.0073,0.8418,40.0,445.0,549.2,1350.99,1118.57,3.91,5.71,139.07,2211.84,8309.67,1.02,41.85,130.74,2387.93,8080.07,9.342,0.02,328,2212,100.0,10.76,6.3391,1,4
25483,122,5,42.0019,0.84,40.0,445.0,549.05,1354.72,1117.39,3.91,5.71,139.23,2211.81,8321.01,1.02,41.92,130.64,2387.92,8076.63,9.3344,0.02,329,2212,100.0,10.9,6.3263,1,4
25488,122,10,42.0042,0.8415,40.0,445.0,549.02,1346.2,1122.27,3.91,5.71,139.39,2211.88,8317.01,1.02,41.82,130.66,2387.86,8078.49,9.3362,0.02,329,2212,100.0,10.52,6.3796,1,4
25490,122,12,35.006,0.841,60.0,449.44,555.04,1370.17,1119.98,5.48,8.0,194.92,2222.83,8343.58,1.02,41.67,183.15,2387.93,8061.31,9.3042,0.02,334,2223,100.0,14.83,8.9686,1,4
25494,122,16,42.0037,0.84,40.0,445.0,549.43,1344.52,1118.45,3.91,5.71,139.08,2211.81,8318.93,1.02,41.96,130.16,2387.87,8080.28,9.3414,0.02,330,2212,100.0,10.58,6.4766,1,4
