unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
24736,118,11,0.0013,0.0,100.0,518.67,642.31,1583.93,1416.33,14.62,21.61,553.74,2388.14,9046.17,1.3,47.37,520.69,2388.12,8120.77,8.4428,0.03,392,2388,100.0,38.96,23.2658,2,3
24737,118,12,0.0018,0.0014,100.0,518.67,642.19,1589.56,1413.17,14.62,21.61,553.65,2388.14,9044.03,1.3,47.68,521.78,2388.2,8129.15,8.4575,0.03,394,2388,100.0,38.89,23.2377,2,3
24738,118,13,0.0023,0.002,100.0,518.67,642.69,1591.18,1406.27,14.62,21.61,553.23,2388.16,9043.44,1.3,47.6,521.85,2388.12,8125.63,8.4447,0.03,392,2388,100.0,38.84,23.3368,2,3
24753,118,28,0.0005,0.0,100.0,518.67,642.75,1594.07,1406.06,14.62,21.61,552.91,2388.08,9038.73,1.3,47.58,521.18,2388.14,8125.62,8.4426,0.03,391,2388,100.0,38.87,23.3443,2,3
24756,118,31,0.0023,0.0,100.0,518.67,642.46,1590.36,1415.87,14.62,21.61,552.85,2388.11,9040.46,1.3,47.63,521.48,2388.13,8126.88,8.4513,0.03,392,2388,100.0,38.74,23.3656,2,3
24759,118,34,0.0025,0.0,100.0,518.67,643.13,1594.84,1408.42,14.62,21.61,552.4,2388.14,9039.4,1.3,47.68,521.66,2388.14,8126.48,8.4485,0.03,392,2388,100.0,38.95,23.2439,2,3
24761,118,36,0.003,0.0,100.0,518.67,642.9,1590.07,1413.94,14.62,21.61,552.91,2388.16,9048.79,1.3,47.58,521.88,2388.15,8121.47,8.4381,0.03,393,2388,100.0,38.78,23.3165,2,3
24767,118,42,0.0008,0.0006,100.0,518.67,642.07,1593.9,1416.46,14.62,21.61,552.82,2388.12,9043.84,1.3,47.73,521.15,2388.1,8124.3,8.4421,0.03,394,2388,100.0,38.72,23.3417,3,3
24771,118,46,0.0002,0.0008,100.0,518.67,642.95,1595.63,1419.08,14.62,21.61,553.87,2388.13,9044.73,1.3,47.67,521.34,2388.15,8127.4,8.4795,0.03,394,2388,100.0,38.83,23.3275,3,3
24777,118,52,0.0012,0.001,100.0,518.67,642.13,1589.41,1414.18,14.62,21.61,553.2,2388.1,9045.62,1.3,47.39,521.51,2388.21,8129.19,8.4139,0.03,392,2388,100.0,38.87,23.2921,3,3
24791,118,66,0.0005,0.0015,100.0,518.67,642.96,1597.44,1408.55,14.62,21.61,553.02,2388.16,9045.26,1.3,47.81,521.82,2388.18,8127.54,8.4542,0.03,393,2388,100.0,38.73,23.2958,3,3
24798,118,73,0.0027,0.001,100.0,518.67,642.5,1583.8,1402.59,14.62,21.61,553.14,2388.15,9054.29,1.3,47.55,521.1,2388.17,8123.62,8.4451,0.03,393,2388,100.0,38.75,23.3979,3,3
24801,118,76,0.0019,0.0,100.0,518.67,642.46,1596.07,1413.94,14.62,21.61,553.31,2388.15,9045.7,1.3,47.56,521.4,2388.11,8130.83,8.4518,0.03,392,2388,100.0,38.78,23.2517,3,3
24811,118,86,0.0017,0.0008,100.0,518.67,642.55,1591.83,1414.2,14.62,21.61,551.94,2388.13,9043.78,1.3,47.55,521.04,2388.09,8123.69,8.4256,0.03,393,2388,100.0,38.66,23.3069,3,3
24850,118,125,0.0003,0.0,100.0,518.67,642.55,1596.78,1414.46,14.62,21.61,552.34,2388.17,9043.29,1.3,47.7,521.07,2388.11,8131.31,8.4678,0.03,396,2388,100.0,38.64,23.3559,3,3
24853,118,128,0.0027,0.0,100.0,518.67,642.86,1598.67,1417.4,14.62,21.61,552.4,2388.16,9054.95,1.3,47.8,520.72,2388.15,8132.42,8.4992,0.03,395,2388,100.0,38.68,23.2187,3,3
24860,118,135,0.0009,0.0016,100.0,518.67,642.7,1591.73,1417.93,14.62,21.61,552.6,2388.16,9056.64,1.3,47.68,520.79,2388.24,8136.67,8.5057,0.03,395,2388,100.0,38.77,23.2246,3,3
24862,118,137,0.0019,0.0012,100.0,518.67,642.8,1600.37,1423.9,14.62,21.61,552.93,2388.17,9058.01,1.3,47.72,520.42,2388.21,8138.86,8.4802,0.03,394,2388,100.0,38.7,23.2141,3,3
24864,118,139,0.0019,0.0016,100.0,518.67,642.74,1598.43,1417.34,14.62,21.61,552.19,2388.14,9066.37,1.3,47.72,521.43,2388.14,8140.29,8.4451,0.03,394,2388,100.0,38.58,23.1116,4,3
24876,118,151,0.0004,0.0,100.0,518.67,643.34,1601.11,1416.38,14.62,21.61,552.43,2388.16,9065.43,1.3,47.8,520.41,2388.19,8139.78,8.4729,0.03,394,2388,100.0,38.8,23.207,4,3
24888,118,163,0.0002,0.0,100.0,518.67,643.22,1600.43,1424.13,14.62,21.61,552.6,2388.18,9067.4,1.3,48.0,520.3,2388.21,8144.3,8.5096,0.03,395,2388,100.0,38.45,23.1073,4,3
24891,118,166,0.0019,0.0013,100.0,518.67,643.24,1599.82,1426.77,14.62,21.61,552.61,2388.21,9076.64,1.3,47.94,519.68,2388.18,8143.5,8.5078,0.03,394,2388,100.0,38.76,23.1685,4,3
24894,118,169,0.0007,0.0001,100.0,518.67,643.62,1600.72,1420.74,14.62,21.61,552.4,2388.2,9072.12,1.3,47.84,520.43,2388.18,8151.23,8.4784,0.03,394,2388,100.0,38.55,23.1003,4,3
24896,118,171,0.0003,0.0015,100.0,518.67,643.22,1602.02,1424.74,14.62,21.61,552.24,2388.25,9076.6,1.3,48.04,520.07,2388.2,8154.27,8.506,0.03,395,2388,100.0,38.53,23.1531,4,3
24903,118,178,0.0004,0.0011,100.0,518.67,643.06,1598.53,1424.33,14.62,21.61,551.6,2388.2,9085.8,1.3,47.94,520.06,2388.19,8159.34,8.5169,0.03,395,2388,100.0,38.43,23.1346,4,3
24907,118,182,0.0011,0.0006,100.0,518.67,643.43,1595.96,1434.28,14.62,21.61,551.72,2388.21,9095.43,1.3,48.2,519.61,2388.22,8169.02,8.5374,0.03,395,2388,100.0,38.48,23.0572,4,3
24908,118,183,0.0018,0.0007,100.0,518.67,643.63,1604.19,1426.25,14.62,21.61,551.86,2388.19,9097.1,1.3,48.06,519.59,2388.21,8164.78,8.481,0.03,397,2388,100.0,38.55,23.0364,4,3
24913,118,188,0.0021,0.0,100.0,518.67,643.89,1602.93,1429.74,14.62,21.61,550.97,2388.25,9097.75,1.3,48.15,519.72,2388.23,8172.75,8.5183,0.03,397,2388,100.0,38.44,23.1139,4,3
24914,119,1,0.0004,0.0,100.0,518.67,642.97,1585.47,1411.28,14.62,21.61,553.46,2388.12,9059.83,1.3,47.57,521.72,2388.03,8132.46,8.3989,0.03,392,2388,100.0,38.76,23.2811,1,3
24930,119,17,0.0004,0.0,100.0,518.67,642.6,1586.07,1402.96,14.62,21.61,554.21,2388.12,9054.35,1.3,47.45,521.49,2388.08,8136.19,8.4064,0.03,395,2388,100.0,39.08,23.258,1,3
24931,119,18,0.0026,0.0,100.0,518.67,642.37,1586.61,1408.23,14.62,21.61,552.88,2388.12,9050.95,1.3,47.51,521.65,2388.07,8130.14,8.427,0.03,393,2388,100.0,38.95,23.4167,1,3
24940,119,27,0.0024,0.0019,100.0,518.67,642.55,1590.54,1410.49,14.62,21.61,552.86,2388.08,9047.68,1.3,47.28,521.45,2388.1,8126.79,8.433,0.03,392,2388,100.0,38.79,23.3063,1,3
24941,119,28,0.0017,0.0,100.0,518.67,642.52,1585.72,1408.1,14.62,21.61,553.1,2388.14,9053.35,1.3,47.47,521.58,2388.11,8132.16,8.4278,0.03,393,2388,100.0,38.98,23.2794,1,3
24944,119,31,0.002,0.0008,100.0,518.67,642.86,1581.7,1404.61,14.62,21.61,553.78,2388.09,9049.33,1.3,47.43,521.57,2388.1,8130.78,8.3962,0.03,393,2388,100.0,38.86,23.348,1,3
24960,119,47,0.0021,0.0001,100.0,518.67,642.21,1578.32,1409.16,14.62,21.61,553.9,2388.09,9053.28,1.3,47.48,521.97,2388.07,8129.21,8.421,0.03,393,2388,100.0,38.78,23.3073,2,3
24980,119,67,0.0026,0.0013,100.0,518.67,642.54,1586.22,1402.22,14.62,21.61,553.83,2388.09,9047.28,1.3,47.6,520.53,2388.07,8137.05,8.4623,0.03,393,2388,100.0,38.79,23.2603,2,3
24983,119,70,0.0022,0.0,100.0,518.67,642.82,1589.83,1411.8,14.62,21.61,553.39,2388.1,9056.3,1.3,47.48,521.56,2388.16,8134.45,8.4175,0.03,394,2388,100.0,38.81,23.3562,2,3
24994,119,81,0.0027,0.0,100.0,518.67,642.41,1590.97,1407.04,14.62,21.61,553.24,2388.15,9042.93,1.3,47.55,521.56,2388.16,8125.13,8.4458,0.03,394,2388,100.0,38.91,23.2739,2,3
25004,119,91,0.002,0.0,100.0,518.67,642.4,1586.71,1404.99,14.62,21.61,553.09,2388.07,9050.29,1.3,47.52,521.44,2388.11,8134.15,8.4103,0.03,394,2388,100.0,38.87,23.24,2,3
25019,119,106,0.0001,0.0013,100.0,518.67,642.77,1591.19,1416.31,14.62,21.61,553.02,2388.13,9048.76,1.3,47.54,521.04,2388.14,8134.55,8.4608,0.03,394,2388,100.0,38.68,23.3812,3,3
25020,119,107,0.0017,0.0,100.0,518.67,642.35,1587.01,1408.63,14.62,21.61,553.19,2388.13,9054.43,1.3,47.69,521.78,2388.12,8137.45,8.4454,0.03,394,2388,100.0,38.89,23.2135,3,3
25037,119,124,0.0023,0.0,100.0,518.67,642.33,1592.67,1409.47,14.62,21.61,553.01,2388.14,9047.59,1.3,47.57,521.29,2388.16,8135.29,8.4273,0.03,393,2388,100.0,38.78,23.2737,3,3
25045,119,132,0.0006,0.0,100.0,518.67,642.57,1587.56,1412.38,14.62,21.61,553.29,2388.16,9051.75,1.3,47.47,520.81,2388.09,8133.12,8.482,0.03,393,2388,100.0,38.66,23.2848,3,3
25049,119,136,0.0009,0.0,100.0,518.67,642.88,1592.45,1413.75,14.62,21.61,553.29,2388.11,9051.85,1.3,47.61,521.36,2388.11,8131.04,8.4432,0.03,394,2388,100.0,38.9,23.1518,3,3
25053,119,140,0.0016,0.0,100.0,518.67,642.74,1593.13,1405.83,14.62,21.61,552.96,2388.15,9056.83,1.3,47.66,520.98,2388.19,8133.65,8.4349,0.03,393,2388,100.0,38.88,23.199,3,3
25058,119,145,0.0016,0.0,100.0,518.67,642.73,1590.31,1410.87,14.62,21.61,552.81,2388.1,9054.43,1.3,47.77,521.09,2388.11,8134.55,8.4913,0.03,393,2388,100.0,38.82,23.2541,3,3
25065,119,152,0.0009,0.0,100.0,518.67,643.45,1596.9,1413.64,14.62,21.61,552.44,2388.15,9056.28,1.3,47.49,521.18,2388.12,8138.04,8.4794,0.03,394,2388,100.0,38.85,23.2057,3,3
25069,119,156,0.0024,0.0,100.0,518.67,643.4,1588.59,1407.42,14.62,21.61,552.98,2388.14,9058.31,1.3,47.72,520.83,2388.15,8133.72,8.4243,0.03,395,2388,100.0,38.58,23.2286,3,3
25078,119,165,0.0013,0.0,100.0,518.67,642.97,1595.31,1415.58,14.62,21.61,552.17,2388.13,9056.3,1.3,47.86,520.81,2388.12,8132.09,8.471,0.03,395,2388,100.0,38.59,23.2651,3,3
25082,119,169,0.002,0.0,100.0,518.67,642.88,1591.25,1412.74,14.62,21.61,552.7,2388.11,9063.82,1.3,47.57,520.87,2388.14,8140.39,8.4831,0.03,393,2388,100.0,38.86,23.2079,3,3
25084,119,171,0.0029,0.0005,100.0,518.67,643.14,1592.77,1409.27,14.62,21.61,552.75,2388.18,9060.75,1.3,47.62,520.85,2388.16,8130.21,8.4755,0.03,394,2388,100.0,38.52,23.1305,3,3
25086,119,173,0.0003,0.0002,100.0,518.67,642.76,1589.74,1411.35,14.62,21.61,552.71,2388.13,9051.43,1.3,47.76,521.44,2388.14,8140.55,8.4613,0.03,393,2388,100.0,38.74,23.1371,3,3
25116,119,203,0.0021,0.0,100.0,518.67,643.46,1593.79,1414.23,14.62,21.61,551.64,2388.21,9058.79,1.3,47.8,520.45,2388.19,8137.58,8.5008,0.03,396,2388,100.0,38.65,23.182,4,3
25119,119,206,0.0026,0.0,100.0,518.67,643.33,1595.34,1419.97,14.62,21.61,552.6,2388.19,9063.31,1.3,48.05,520.69,2388.24,8143.36,8.5409,0.03,394,2388,100.0,38.6,23.0843,4,3
25123,119,210,0.0004,0.0,100.0,518.67,642.63,1601.05,1416.44,14.62,21.61,552.98,2388.18,9066.09,1.3,47.84,520.19,2388.19,8136.9,8.4867,0.03,393,2388,100.0,38.56,23.1956,4,3
25125,119,212,0.0018,0.0002,100.0,518.67,643.43,1596.23,1420.57,14.62,21.61,552.44,2388.23,9061.32,1.3,47.85,520.4,2388.18,8143.13,8.502,0.03,396,2388,100.0,38.63,23.1525,4,3
25126,119,213,0.0011,0.0,100.0,518.67,643.52,1598.64,1420.14,14.62,21.61,551.26,2388.24,9075.93,1.3,48.08,520.41,2388.15,8145.35,8.4764,0.03,394,2388,100.0,38.76,23.1428,4,3
25128,119,215,0.0011,0.0,100.0,518.67,643.34,1599.62,1417.94,14.62,21.61,551.69,2388.21,9063.19,1.3,47.98,520.42,2388.23,8142.84,8.4682,0.03,396,2388,100.0,38.62,23.1491,4,3
25136,119,223,0.0003,0.0008,100.0,518.67,643.12,1606.74,1424.47,14.62,21.61,551.81,2388.23,9072.01,1.3,48.16,519.95,2388.21,8141.6,8.5053,0.03,395,2388,100.0,38.46,23.1348,4,3
25153,119,240,0.0001,0.0019,100.0,518.67,643.92,1593.92,1431.39,14.62,21.61,551.5,2388.24,9073.8,1.3,48.17,520.08,2388.26,8145.75,8.5253,0.03,396,2388,100.0,38.58,23.0395,4,3
25154,119,241,0.0005,0.0,100.0,518.67,643.97,1595.97,1416.89,14.62,21.61,550.72,2388.27,9071.83,1.3,48.27,519.49,2388.24,8146.59,8.5081,0.03,396,2388,100.0,38.38,23.1108,4,3
25157,120,2,0.0008,0.0003,100.0,518.67,641.81,1583.15,1400.0,14.62,21.61,554.55,2387.92,9068.47,1.3,47.19,522.27,2388.02,8153.59,8.4039,0.03,392,2388,100.0,38.98,23.3952,2,3
25160,120,5,0.0007,0.0012,100.0,518.67,642.46,1582.53,1395.21,14.62,21.61,554.53,2388.02,9071.75,1.3,47.19,522.22,2387.97,8147.04,8.3816,0.03,391,2388,100.0,39.04,23.3718,2,3
25168,120,13,0.0029,0.0001,100.0,518.67,641.94,1583.11,1396.18,14.62,21.61,555.13,2387.99,9068.41,1.3,47.23,522.44,2387.99,8148.06,8.4136,0.03,392,2388,100.0,39.04,23.404,2,3
25181,120,26,0.0008,0.0,100.0,518.67,642.16,1589.03,1395.49,14.62,21.61,554.35,2388.01,9064.15,1.3,47.32,522.47,2388.01,8146.78,8.3862,0.03,390,2388,100.0,39.06,23.3849,3,3
25188,120,33,0.0018,0.0,100.0,518.67,642.59,1581.2,1398.49,14.62,21.61,554.75,2388.01,9069.2,1.3,47.29,521.5,2388.03,8151.28,8.3911,0.03,392,2388,100.0,39.06,23.3556,3,3
25191,120,36,0.0027,0.0,100.0,518.67,642.27,1590.38,1393.86,14.62,21.61,554.11,2387.99,9065.96,1.3,47.2,522.16,2387.99,8148.65,8.4124,0.03,393,2388,100.0,39.15,23.3029,3,3
25195,120,40,0.0007,0.0,100.0,518.67,641.69,1584.9,1404.74,14.62,21.61,554.89,2388.01,9063.33,1.3,47.26,522.05,2387.98,8149.75,8.3861,0.03,392,2388,100.0,38.9,23.3853,3,3
25210,120,55,0.0021,0.0,100.0,518.67,642.05,1582.99,1409.24,14.62,21.61,554.4,2388.05,9067.4,1.3,47.39,522.42,2388.05,8142.87,8.3605,0.03,392,2388,100.0,39.1,23.228,3,3
25230,120,75,0.0015,0.0008,100.0,518.67,642.83,1585.58,1402.97,14.62,21.61,554.25,2388.06,9069.78,1.3,47.31,522.48,2388.07,8152.42,8.3932,0.03,393,2388,100.0,38.98,23.4216,3,3
25232,120,77,0.0021,0.0,100.0,518.67,642.25,1585.39,1398.48,14.62,21.61,553.73,2388.02,9068.06,1.3,47.36,522.01,2387.99,8149.13,8.4525,0.03,391,2388,100.0,39.1,23.363,3,3
25234,120,79,0.0026,0.0,100.0,518.67,642.13,1586.24,1402.84,14.62,21.61,553.65,2388.01,9065.89,1.3,47.35,522.03,2388.05,8151.69,8.424,0.03,392,2388,100.0,39.07,23.2597,3,3
25244,120,89,0.0011,0.0,100.0,518.67,642.18,1590.13,1398.64,14.62,21.61,554.28,2388.06,9071.05,1.3,47.35,522.24,2387.98,8151.65,8.4513,0.03,392,2388,100.0,39.05,23.3103,3,3
25248,120,93,0.0011,0.0009,100.0,518.67,642.44,1585.63,1400.38,14.62,21.61,554.43,2388.01,9069.82,1.3,47.35,522.27,2388.03,8149.76,8.4285,0.03,390,2388,100.0,39.11,23.344,3,3
25250,120,95,0.0008,0.0,100.0,518.67,641.95,1589.39,1410.37,14.62,21.61,553.77,2388.01,9073.08,1.3,47.29,521.64,2388.07,8146.03,8.4174,0.03,393,2388,100.0,39.01,23.2669,3,3
25256,120,101,0.0002,0.0016,100.0,518.67,642.36,1591.58,1396.49,14.62,21.61,553.37,2388.02,9070.31,1.3,47.33,521.68,2388.05,8149.22,8.4166,0.03,394,2388,100.0,38.82,23.3116,3,3
25266,120,111,0.0008,0.0,100.0,518.67,642.31,1591.28,1403.49,14.62,21.61,553.9,2388.05,9070.99,1.3,47.48,521.63,2388.05,8149.99,8.3973,0.03,394,2388,100.0,38.91,23.3222,3,3
25275,120,120,0.0019,0.0,100.0,518.67,642.93,1590.39,1405.55,14.62,21.61,552.65,2388.08,9074.05,1.3,47.5,521.54,2388.08,8152.03,8.415,0.03,395,2388,100.0,38.69,23.3232,4,3
25278,120,123,0.001,0.0,100.0,518.67,642.4,1588.47,1410.71,14.62,21.61,553.83,2388.08,9073.36,1.3,47.39,521.01,2388.09,8153.37,8.4093,0.03,392,2388,100.0,38.78,23.2932,4,3
25290,120,135,0.0029,0.001,100.0,518.67,642.58,1597.54,1410.21,14.62,21.61,553.57,2388.08,9083.8,1.3,47.49,521.3,2388.15,8151.77,8.447,0.03,394,2388,100.0,38.71,23.2387,4,3
25291,120,136,0.0016,0.0008,100.0,518.67,642.65,1585.28,1409.08,14.62,21.61,553.08,2388.08,9070.14,1.3,47.59,521.33,2388.06,8150.73,8.4171,0.03,396,2388,100.0,38.54,23.197,4,3
25294,120,139,0.0016,0.0,100.0,518.67,642.75,1588.07,1414.8,14.62,21.61,553.32,2388.1,9071.31,1.3,47.71,521.16,2388.12,8154.97,8.4628,0.03,393,2388,100.0,38.56,23.1953,4,3
25302,120,147,0.0016,0.0008,100.0,518.67,643.29,1594.62,1416.05,14.62,21.61,552.49,2388.1,9076.45,1.3,47.85,520.93,2388.12,8151.1,8.4755,0.03,397,2388,100.0,38.61,23.1903,4,3
25317,120,162,0.0011,0.0,100.0,518.67,643.78,1598.7,1419.68,14.62,21.61,551.57,2388.12,9086.61,1.3,47.97,520.35,2388.19,8155.38,8.499,0.03,397,2388,100.0,38.5,23.0811,4,3
25321,120,166,0.001,0.0,100.0,518.67,643.27,1604.78,1432.25,14.62,21.61,552.25,2388.19,9079.21,1.3,48.19,520.1,2388.22,8150.1,8.5035,0.03,396,2388,100.0,38.52,23.1651,4,3
25323,120,168,0.001,0.0,100.0,518.67,643.28,1599.07,1430.66,14.62,21.61,552.68,2388.22,9079.34,1.3,48.39,520.34,2388.22,8150.47,8.5264,0.03,395,2388,100.0,38.55,23.1348,4,3
25340,121,15,0.0014,0.0,100.0,518.67,642.06,1587.55,1392.58,14.62,21.61,553.9,2388.01,9053.26,1.3,47.46,522.31,2388.06,8136.07,8.4182,0.03,391,2388,100.0,38.85,23.3493,3,3
25342,121,17,0.0026,0.0,100.0,518.67,642.29,1588.02,1397.93,14.62,21.61,554.39,2387.98,9057.19,1.3,47.37,522.13,2387.99,8133.72,8.3798,0.03,392,2388,100.0,39.02,23.3946,3,3
25343,121,18,0.001,0.0,100.0,518.67,642.21,1590.22,1399.65,14.62,21.61,554.21,2388.07,9048.42,1.3,47.34,521.4,2388.08,8139.53,8.4047,0.03,392,2388,100.0,39.05,23.3337,3,3
25352,121,27,0.0008,0.0009,100.0,518.67,642.23,1583.83,1401.74,14.62,21.61,553.71,2388.07,9053.4,1.3,47.33,521.75,2388.07,8132.23,8.4233,0.03,394,2388,100.0,38.96,23.4326,3,3
25354,121,29,0.0025,0.0004,100.0,518.67,642.47,1581.78,1400.26,14.62,21.61,554.16,2388.08,9058.38,1.3,47.33,522.14,2388.05,8135.52,8.3853,0.03,392,2388,100.0,39.01,23.4644,3,3
25355,121,30,0.0004,0.0004,100.0,518.67,642.67,1582.6,1400.7,14.62,21.6,554.03,2388.07,9057.58,1.3,47.15,522.54,2388.07,8136.85,8.4249,0.03,391,2388,100.0,39.07,23.3844,3,3
25358,121,33,0.0028,0.0,100.0,518.67,642.04,1583.7,1403.06,14.62,21.61,554.13,2387.97,9045.97,1.3,47.4,521.52,2388.03,8137.34,8.3693,0.03,393,2388,100.0,39.03,23.3016,3,3
25359,121,34,0.0028,0.0,100.0,518.67,642.06,1583.3,1393.36,14.62,21.61,554.05,2388.05,9052.24,1.3,47.23,522.1,2388.05,8132.97,8.4145,0.03,392,2388,100.0,38.64,23.4036,3,3
25362,121,37,0.0014,0.0,100.0,518.67,642.5,1579.46,1401.17,14.62,21.61,554.19,2388.05,9053.29,1.3,47.22,522.34,2388.03,8136.95,8.4393,0.03,391,2388,100.0,39.02,23.3167,3,3
25364,121,39,0.0016,0.0013,100.0,518.67,642.7,1588.39,1402.95,14.62,21.61,553.47,2388.09,9053.83,1.3,47.43,521.9,2388.06,8136.1,8.4251,0.03,392,2388,100.0,38.97,23.3053,3,3
25372,121,47,0.0014,0.0,100.0,518.67,642.26,1586.44,1408.9,14.62,21.61,554.44,2388.08,9062.14,1.3,47.27,521.59,2388.06,8138.12,8.3955,0.03,392,2388,100.0,39.0,23.2264,3,3
25375,121,50,0.0028,0.0,100.0,518.67,641.98,1589.05,1404.38,14.62,21.61,554.15,2388.03,9057.74,1.3,47.35,522.06,2388.07,8132.89,8.447,0.03,393,2388,100.0,39.15,23.328,3,3
25400,121,75,0.001,0.0016,100.0,518.67,642.69,1586.85,1405.02,14.62,21.61,553.54,2388.05,9051.21,1.3,47.48,521.96,2388.06,8140.38,8.4173,0.03,393,2388,100.0,38.82,23.295,3,3
25404,121,79,0.0015,0.0,100.0,518.67,642.12,1586.99,1407.12,14.62,21.61,553.48,2388.09,9058.29,1.3,47.62,521.65,2388.08,8134.07,8.4404,0.03,392,2388,100.0,38.94,23.2464,3,3
25414,121,89,0.0024,0.0,100.0,518.67,642.9,1586.14,1407.8,14.62,21.61,552.95,2388.04,9057.76,1.3,47.44,521.03,2388.1,8134.33,8.434,0.03,394,2388,100.0,38.95,23.3768,3,3
25418,121,93,0.0021,0.0014,100.0,518.67,642.71,1592.55,1406.41,14.62,21.61,553.91,2388.13,9053.45,1.3,47.55,521.65,2388.1,8134.76,8.4147,0.03,391,2388,100.0,38.59,23.2841,3,3
25421,121,96,0.0009,0.0019,100.0,518.67,642.83,1589.26,1411.33,14.62,21.61,553.11,2388.1,9053.66,1.3,47.59,520.91,2388.09,8136.72,8.4212,0.03,395,2388,100.0,38.99,23.3776,3,3
25440,121,115,0.0028,0.0,100.0,518.67,642.65,1590.38,1416.21,14.62,21.61,554.06,2388.13,9056.48,1.3,47.62,521.3,2388.18,8132.97,8.4458,0.03,391,2388,100.0,38.6,23.2101,4,3
25441,121,116,0.0021,0.0004,100.0,518.67,642.91,1590.91,1411.94,14.62,21.61,552.87,2388.2,9055.81,1.3,47.56,520.94,2388.14,8130.65,8.4476,0.03,394,2388,100.0,38.8,23.3005,4,3
25445,121,120,0.0016,0.0,100.0,518.67,643.26,1597.35,1419.38,14.62,21.61,552.69,2388.13,9060.57,1.3,47.69,521.11,2388.15,8133.74,8.4859,0.03,395,2388,100.0,38.82,23.2946,4,3
25450,121,125,0.0025,0.0,100.0,518.67,643.33,1599.44,1412.56,14.62,21.61,552.72,2388.16,9057.35,1.3,47.81,520.41,2388.18,8136.88,8.4587,0.03,396,2388,100.0,38.7,23.2076,4,3
25454,121,129,0.0,0.001,100.0,518.67,643.48,1597.05,1414.43,14.62,21.61,553.27,2388.18,9054.56,1.3,47.79,520.54,2388.18,8134.61,8.4823,0.03,395,2388,100.0,38.59,23.1239,4,3
25464,121,139,0.0003,0.0011,100.0,518.67,643.09,1596.62,1423.08,14.62,21.61,551.94,2388.21,9055.39,1.3,47.94,520.43,2388.16,8130.14,8.5302,0.03,395,2388,100.0,38.64,23.1444,4,3
25485,122,7,0.0007,0.0,100.0,518.67,641.98,1581.65,1399.48,14.62,21.61,554.37,2388.02,9047.44,1.3,47.32,521.76,2388.03,8128.1,8.3889,0.03,392,2388,100.0,39.14,23.352,1,3
25486,122,8,0.0019,0.0008,100.0,518.67,641.79,1585.19,1397.32,14.62,21.61,554.88,2388.02,9049.97,1.3,47.16,522.54,2387.99,8138.35,8.408,0.03,392,2388,100.0,39.11,23.3903,1,3
25492,122,14,0.0011,0.0,100.0,518.67,642.15,1581.35,1400.06,14.62,21.61,554.18,2388.01,9048.49,1.3,47.21,522.34,2388.02,8136.78,8.4045,0.03,392,2388,100.0,38.93,23.4886,1,3
25504,122,26,0.0003,0.0,100.0,518.67,641.87,1584.78,1390.3,14.62,21.61,554.42,2388.03,9049.23,1.3,47.07,522.27,2387.98,8128.37,8.4064,0.03,392,2388,100.0,39.01,23.45,1,3
25508,122,30,0.0028,0.0019,100.0,518.67,642.26,1584.05,1402.08,14.62,21.61,554.69,2387.96,9050.84,1.3,47.22,521.91,2388.01,8131.03,8.4273,0.03,393,2388,100.0,39.0,23.4487,1,3
25515,122,37,0.0016,0.0012,100.0,518.67,641.99,1577.58,1394.96,14.62,21.61,554.88,2388.05,9042.28,1.3,47.3,521.93,2388.0,8132.49,8.4059,0.03,393,2388,100.0,39.19,23.3461,1,3
25518,122,40,0.0028,0.0003,100.0,518.67,642.42,1588.74,1398.16,14.62,21.61,554.33,2388.06,9047.22,1.3,47.49,522.56,2388.03,8136.25,8.4067,0.03,391,2388,100.0,39.05,23.423,2,3
25543,122,65,0.0019,0.0005,100.0,518.67,642.04,1592.49,1400.34,14.62,21.61,554.2,2388.06,9054.69,1.3,47.22,522.1,2388.05,8129.54,8.3856,0.03,392,2388,100.0,39.09,23.3784,2,3
25544,122,66,0.0022,0.0015,100.0,518.67,641.83,1582.89,1398.37,14.62,21.61,554.07,2388.05,9043.87,1.3,47.27,522.46,2388.02,8128.95,8.4004,0.03,392,2388,100.0,39.16,23.4552,2,3
25547,122,69,0.0024,0.0017,100.0,518.67,642.09,1587.74,1398.91,14.62,21.61,554.59,2387.99,9053.76,1.3,47.17,522.09,2388.07,8136.9,8.4045,0.03,393,2388,100.0,38.91,23.3666,2,3
25550,122,72,0.0008,0.0,100.0,518.67,642.17,1588.23,1402.37,14.62,21.61,555.21,2388.02,9047.11,1.3,47.21,521.81,2388.06,8134.37,8.3633,0.03,392,2388,100.0,39.06,23.3835,2,3
25552,122,74,0.0018,0.0,100.0,518.67,642.82,1598.5,1396.36,14.62,21.61,553.77,2388.03,9053.28,1.3,47.27,521.88,2388.06,8131.33,8.4129,0.03,394,2388,100.0,39.2,23.4012,2,3
25557,122,79,0.001,0.0012,100.0,518.67,642.77,1589.61,1403.59,14.62,21.61,554.22,2388.07,9050.41,1.3,47.35,521.85,2388.01,8132.04,8.4431,0.03,391,2388,100.0,38.78,23.3302,2,3
